Base de apuração;Sequencial;Código UO;Descrição UO;Código Função;Descrição Função;Código Subfunção;Descrição Subfunção;Código Programa;Descrição Programa;Código Ação;Descrição Ação;Código Subação;Descrição Subação;Descrição Produto;Descrição Unidade de Medida;Código Localizador;Descrição Localizador;Meta física;Meta prevista;Meta executada;Observação a respeito da meta
1º quadrimestre;5738;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;303;"MOBILIDADE: ATENDIMENTO; OPERAÇÃO; FISCALIZAÇÃO E MODERNIZAÇÃO TECNOLÓGICA";2909;Melhoria da Mobilidade;11;VISÃO ZERO PROJETO VIDA NO TRÂNSITO - REALIZAÇÃO DA SEMANA DA MOBILIDADE;Evento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;1;0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5211;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;2;Projeto Pedala BH - Implantação de Estrutura Cicloviária;Ciclovia/Ciclorrota/Ciclofaixa implantada;QUILÔMETRO;10;Município de Belo Horizonte;Sim;"8;1";0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5214;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;4;VISÃO ZERO - PROJETAR E IMPLANTAR ZONAS 30;Zona 30 implantada;UNIDADE;10;Município de Belo Horizonte;Sim;4;0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5215;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;5;VISÃO ZERO: PROJETO VIDA NO TRÂNSITO - MELHORIAS DAS CONDIÇÕES FÍSICAS E TEMPOS SEMAFÓRICOS DE TRAVESSIAS;Interseção dotada com foco e tempo para pedestre em todas as travessias;UNIDADE;10;Município de Belo Horizonte;Sim;10;0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5217;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;7;VISÃO ZERO: PROJETO VIDA NO TRÂNSITO - IMPLANTAÇÃO DO PLANO DE EDUCAÇÃO PARA A MOBILIDADE;Campanha realizada;UNIDADE;10;Município de Belo Horizonte;Sim;20;0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5218;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;8;Projeto Vida no Trânsito - Implantação de Tratamento de Segurança no Entorno de Escolas;Entorno de escola tratado;UNIDADE;10;Município de Belo Horizonte;Sim;20;0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5220;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;305;QUALIDADE NO TRANSPORTE COLETIVO: UM DIREITO DE TODOS;1392;Implantação de Intervenções para Priorização do Transporte Coletivo;2; IMPLANTAÇÃO DE FAIXA EXCLUSIVA/PREFERENCIAL;FAIXA IMPLANTADA;QUILÔMETRO;10;Município de Belo Horizonte;Sim;"8;27";0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;5221;3303;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;305;QUALIDADE NO TRANSPORTE COLETIVO: UM DIREITO DE TODOS;1392;Implantação de Intervenções para Priorização do Transporte Coletivo;7;Mobilidade Urbana - Corredor Amazonas;PROJETO ELABORADO;PERCENTUAL;10;Município de Belo Horizonte;Sim;85;0;"Meta física executada na UO nova; conforme Lei 11.801/2025 - Reforma Administrativa."
1º quadrimestre;6184;3400;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO LOGÍSTICA E PATRIMONIAL;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;7;APOIO ADMINISTRATIVO E FINANCEIRO;2110;Administração do Patrimônio Municipal;2;Regularização de Propriedades Municipais;Propriedade regularizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;Ainda não houve a conclusão de registros de imóveis municipais.
1º quadrimestre;6341;3400;SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO LOGÍSTICA E PATRIMONIAL;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;166;PREFEITURA MODERNA E EFICIENTE;1401;IMPLANTAÇÃO DO SISTEMA INTEGRADO DE GESTÃO - GRP BH;1;"IMPLANTAÇÃO DO SISTEMA INTEGRADO DE GESTÃO PARA AS ÁREAS ADMINISTRATIVA; ORÇAMENTÁRIA E FINANCEIRA - GRP BH";SISTEMA IMPLANTADO/MANTIDO;UNIDADE;10;Município de Belo Horizonte;Não;0;1;"O sistema GRP-BH foi implantado em novembro de 2024; no entanto; o contrato firmado está vigente até janeiro de 2026. O sistema entrou em funcionamento; mas restam pendências a serem tratadas no âmbito contratual; incluindo algumas entregas previstas; o repasse formal do código-fonte e a realização de melhorias no sistema. Essas melhorias estão previstas contratualmente para serem executadas por meio de um banco de horas; o que permite à administração demandar evoluções e ajustes conforme as necessidades identificadas na operação do sistema. Na Reforma Administrativa; esta meta foi redirecionada da UO 600 para a UO 3400; por isso a Quantidade Prevista Anual está zerada; devendo ser observada a Quantidade Recebida."
1º quadrimestre;6336;3501;SUPERINTENDÊNCIA DE MOBILIDADE DO MUNICÍPIO DE BELO HORIZONTE;26;TRANSPORTE;452;SERVIÇOS URBANOS;60;GESTÃO DA MOBILIDADE URBANA;2567;Gestão da Política de Transporte Urbano e Trânsito;3;"MAIS CIDADE - GESTÃO DEMOCRÁTICA DA MOBILIDADE COMURB; OBSMOB-BH; CRTT E FÓRUNS";Reunião realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;9;" Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física. 9 CRTTS (Comissão Regional de Transporte e Trânsito)."
1º quadrimestre;6312;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;60;GESTÃO DA MOBILIDADE URBANA;2837;Gerenciamento da Mobilidade Urbana Municipal;1;Gerenciamento do Trânsito Municipal e Transporte Urbano;População atendida;UNIDADE;10;Município de Belo Horizonte;Não;0;2500000;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6278;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;60;GESTÃO DA MOBILIDADE URBANA;2837;Gerenciamento da Mobilidade Urbana Municipal;3;"IMPLANTAÇÃO DE SINAIS DE PEDESTRE COM SONORIZAÇÃO; PARA GARANTIA DA ACESSIBILIDADE ÀS PESSOAS COM DEFICIÊNCIA VISUAL E MOBILIDADE REDUZIDA";TRAVESSIA COM SINALIZAÇÃO DE PEDESTRE ACESSÍVEL;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;" Em 2025; será feita a manutenção dos equipamentos danificados."
1º quadrimestre;6279;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;60;GESTÃO DA MOBILIDADE URBANA;2837;Gerenciamento da Mobilidade Urbana Municipal;26;E. - LOA 290/2025 - PPA 28/2025;FAIXA IMPLANTADA;QUILÔMETRO;10;Município de Belo Horizonte;Sim;0;0;Em fase de estudo.
1º quadrimestre;6280;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;303;"MOBILIDADE: ATENDIMENTO; OPERAÇÃO; FISCALIZAÇÃO E MODERNIZAÇÃO TECNOLÓGICA";2909;Melhoria da Mobilidade;11;VISÃO ZERO PROJETO VIDA NO TRÂNSITO - REALIZAÇÃO DA SEMANA DA MOBILIDADE;Evento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;A semana da Mobilidade acontece em setembro.
1º quadrimestre;6313;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;2;Projeto Pedala BH - Implantação de Estrutura Cicloviária;Ciclovia/Ciclorrota/Ciclofaixa implantada;QUILÔMETRO;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6282;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;4;VISÃO ZERO - PROJETAR E IMPLANTAR ZONAS 30;Zona 30 implantada;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6337;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;5;VISÃO ZERO: PROJETO VIDA NO TRÂNSITO - MELHORIAS DAS CONDIÇÕES FÍSICAS E TEMPOS SEMAFÓRICOS DE TRAVESSIAS;Interseção dotada com foco e tempo para pedestre em todas as travessias;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6283;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;7;VISÃO ZERO: PROJETO VIDA NO TRÂNSITO - IMPLANTAÇÃO DO PLANO DE EDUCAÇÃO PARA A MOBILIDADE;Campanha realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;3;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6284;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;304;"BH INCLUSIVA; SEGURA E CIDADÃ";1393;Transporte Seguro e Sustentável;8;Projeto Vida no Trânsito - Implantação de Tratamento de Segurança no Entorno de Escolas;Entorno de escola tratado;UNIDADE;10;Município de Belo Horizonte;Sim;0;4;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física. 4 (E. M. Monsenhor João Rodrigues de Oliveira / E. M. União Comunitária / E. M. Pedro Aleixo / E. M. Prof. Efigênia Vidigal)."
1º quadrimestre;6314;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;305;QUALIDADE NO TRANSPORTE COLETIVO: UM DIREITO DE TODOS;1392;Implantação de Intervenções para Priorização do Transporte Coletivo;2; IMPLANTAÇÃO DE FAIXA EXCLUSIVA/PREFERENCIAL;FAIXA IMPLANTADA;QUILÔMETRO;10;Município de Belo Horizonte;Sim;0;0;.
1º quadrimestre;6338;3502;FUNDO MUNICIPAL DE MOBILIDADE URBANA;26;TRANSPORTE;452;SERVIÇOS URBANOS;305;QUALIDADE NO TRANSPORTE COLETIVO: UM DIREITO DE TODOS;1392;Implantação de Intervenções para Priorização do Transporte Coletivo;7;Mobilidade Urbana - Corredor Amazonas;PROJETO ELABORADO;PERCENTUAL;10;Município de Belo Horizonte;Sim;0;0;Etapa estudos em andamento.
1º quadrimestre;6317;3600;SECRETARIA MUNICIPAL DE RELAÇÕES INSTITUCIONAIS;4;ADMINISTRAÇÃO;122;ADMINISTRAÇÃO GERAL;93;ARTICULAÇÃO DE POLÍTICAS;2934;BH MAIS FELIZ;1;PROMOÇÃO DE EVENTOS E ATIVIDADES DIVERSAS NAS NOVE REGIONAIS DA CIDADE;Evento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;0;5;"Quantidade de meta física recebida da UO 201; visto a Lei 11.801/2025 - Reforma Administrativa. (BH Mais Feliz Edição Especial de Conscientização do Autismo BH Mais Feliz Edição Especial de Páscoa no Mercado Central 3 eventos Jornada Pascoal (em parceria com a BELOTUR)."
1º quadrimestre;6319;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;8;ASSISTÊNCIA SOCIAL;122;ADMINISTRAÇÃO GERAL;123;"GESTÃO DA POLITICA DE ASSISTÊNCIA SOCIAL; SEGURANÇA ALIMENTAR E CIDADANIA";2787;"PLANEJAMENTO; MONITOR. E DIVULGAÇÃO DAS POLÍTICAS DE ASSIS. SOCIAL; SEGURANÇA ALIMENTAR E CIDADANIA";1;REALIZAÇÃO E ACOMPANHAMENTO DE EVENTOS INSTITUCIONAIS;Evento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6324;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;8;ASSISTÊNCIA SOCIAL;122;ADMINISTRAÇÃO GERAL;123;"GESTÃO DA POLITICA DE ASSISTÊNCIA SOCIAL; SEGURANÇA ALIMENTAR E CIDADANIA";2787;"PLANEJAMENTO; MONITOR. E DIVULGAÇÃO DAS POLÍTICAS DE ASSIS. SOCIAL; SEGURANÇA ALIMENTAR E CIDADANIA";2;PRODUÇÃO DE MATERIAL INFORMATIVO - IMPRESSOS OU DIGITAIS;Material produzido;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6323;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;8;ASSISTÊNCIA SOCIAL;244;ASSISTÊNCIA COMUNITÁRIA;123;"GESTÃO DA POLITICA DE ASSISTÊNCIA SOCIAL; SEGURANÇA ALIMENTAR E CIDADANIA";2804;Gestão dos Equipamentos e Promoção Social;2;Articulação para a expansão da oferta de serviços no âmbito do Programa BH Cidadania;Atividade realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6185;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2334;Participação Popular;3;Realização de Conferências;Evento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6186;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2335;GESTÃO DA POLITICA DE DIREITOS HUMANOS E DE CIDADANIA;1;Participação em atividades de promoção de Direitos e Cidadania para sociedade civil;Pessoa Participante;Pessoa;10;Município de Belo Horizonte;Sim;0;215;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6187;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2335;GESTÃO DA POLITICA DE DIREITOS HUMANOS E DE CIDADANIA;2;Formação em Direitos e Cidadania para agentes públicos;Pessoa formada;Pessoa;10;Município de Belo Horizonte;Sim;0;232;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6189;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2335;GESTÃO DA POLITICA DE DIREITOS HUMANOS E DE CIDADANIA;4;Acompanhamento aos grupos do Programa Espaço da Cidadania - PEC;Grupo produtivo apoiado;UNIDADE;10;Município de Belo Horizonte;Não;0;104;"Adesão de novos grupos durante o período. Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa."
1º quadrimestre;6230;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";1;REALIZAÇÃO E APOIO ÀS ATIVIDADES E INICIATIVAS DE REPARAÇÃO E PROMOÇÃO DA IGUALDADE RACIAL;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;1;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6233;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";6;ATENDIMENTO A POVOS E COMUNIDADES TRADICIONAIS;GRUPO ATENDIDO;UNIDADE;10;Município de Belo Horizonte;Sim;0;2;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6235;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;241;ASSISTÊNCIA AO IDOSO;127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2697;"Promoção; Proteção e Defesa das Pessoas Idosas";1;"Participação da Pessoa Idosa em Atividades em Prol do Envelhecimento Ativo; Digno e Saudável no CRPI";Pessoa Participante;Pessoa;10;Município de Belo Horizonte;Sim;0;6765;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6236;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;241;ASSISTÊNCIA AO IDOSO;127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2697;"Promoção; Proteção e Defesa das Pessoas Idosas";3;Fortalecimento dos Grupos de Convivência e da Rede de Defesa de Direitos da Pessoa Idosa;Grupo acompanhado;UNIDADE;10;Município de Belo Horizonte;Não;0;29;"Acompanhamento de novos grupos incorporados. Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa."
1º quadrimestre;6238;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;241;ASSISTÊNCIA AO IDOSO;127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2697;"Promoção; Proteção e Defesa das Pessoas Idosas";4;Realização e apoio às atividades e iniciativas de promoção dos direitos das pessoas Idosas;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;1;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6241;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2819;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DAS JUVENTUDES";1;REALIZAÇÃO E APOIO ÀS ATIVIDADES E INICIATIVAS DE PROMOÇÃO DOS DIREITOS DA JUVENTUDE DE FORMA DESCENTRALIZADA NOS TERRITÓRIOS DA CIDADE;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;1;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6243;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2819;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DAS JUVENTUDES";3;PROMOÇÃO DAS JUVENTUDES EM ATIVIDADES NO CENTRO DE REFERÊNCIA DA JUVENTUDE - CRJ;Jovem participante;Pessoa;10;Município de Belo Horizonte;Sim;0;9592;"Houve um subdimensionamento inicial e ampla adesão às atividades. A demanda é espontânea. Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa."
1º quadrimestre;6245;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2840;"Promoção; Proteção e Defesa de Direitos das Mulheres";4;ATENDIMENTO NO CENTRO ESPECIALIZADO DE ATENDIMENTO À MULHER - BENVINDA;Atendimento realizado;UNIDADE;10;Município de Belo Horizonte;Sim;0;103;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6246;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2840;"Promoção; Proteção e Defesa de Direitos das Mulheres";5;Realização e apoio às atividades e iniciativas de promoção dos direitos das mulheres;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;3;"Realização de ações adicionais não previstas inicialmente. Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa."
1º quadrimestre;6247;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;243;ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE;127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2860;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DAS CRIANÇAS; ADOLESCENTES E SUAS FAMÍLIAS";8;REALIZAÇÃO E APOIO ÀS ATIVIDADES E INICIATIVAS DE PROMOÇÃO DOS DIREITOS DA CRIANÇA E DOS ADOLESCENTES;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6248;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2927;"Promoção; Proteção e Defesa de Direitos das Pessoas com Deficiência";1;REALIZAÇÃO DE ATIVIDADES DE PROMOÇÃO DOS DIREITOS DAS PESSOAS COM DEFICIÊNCIA;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
1º quadrimestre;6320;3700;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL E DIREITOS HUMANOS;14;DIREITOS DA CIDADANIA;422;"DIREITOS INDIVIDUAIS; COLETIVOS E DIFUSOS";127;PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA;2928;"Promoção; Proteção e Defesa de Direitos das Pessoas LGBT";1;REALIZAÇÃO DE ATIVIDADES DE PROMOÇÃO DOS DIREITOS DAS PESSOAS LGBT;Ação realizada;UNIDADE;10;Município de Belo Horizonte;Sim;0;0;"Meta prevista zerada; visto que a previsão está na na UO extinta; devido à Reforma Administrativa. Nesta UO deve-se considerar a quantidade recebida; para fins de observação sobre a execução da meta física."
